	CON1	CON2	CON3	CON4	NPT1	NPT2	NPT3	NPT4
Cplx4	0	0	0	0	0	3	1	0
Mppe1	252	305	223	318	245	237	148	146
Prelid3a	9	14	18	15	20	12	13	27
Cep76	134	178	208	181	334	291	266	244
Mapk4	11	15	12	16	17	20	16	22
St8sia5	0	1	0	0	0	0	1	0
Rnf165	14	10	3	10	19	16	5	6
Haus1	144	137	133	193	140	120	104	114
Ptgr3	523	541	414	550	719	711	538	509
Cd226	141	202	250	227	149	222	349	181
Plaat3	352	528	365	576	388	260	222	235
Ppp2r5b	399	529	374	503	744	700	489	405
Gm550	1	1	4	0	2	2	2	0
Snx32	231	293	173	311	322	225	154	192
Catsper1	0	0	0	0	3	2	5	1
Rin1	88	121	85	126	422	477	355	191
Npas4	24	25	21	47	52	47	19	23
Lrfn4	172	142	108	195	235	200	179	115
Kdm2a	1834	2237	1762	2290	2631	2295	1514	1346
Gstp3	43	56	37	36	50	59	24	47
Ndufs8	312	459	336	415	527	498	440	402
Kmt5b	2339	2797	2423	3567	2985	2651	1877	2083
Atrx	5291	7230	6842	6668	6639	6513	5025	5555
Taf6l	42	79	46	65	115	105	93	66
Ubxn1	448	624	506	592	971	953	610	590
Eml3	334	346	240	390	525	414	280	264
Xpa	140	210	167	178	228	223	190	161
Myrf	658	724	544	644	937	910	694	497
Xpc	596	726	497	672	890	805	472	465
Cyb561a3	657	989	681	944	789	734	541	613
Tkfc	190	238	163	262	209	167	143	160
Ercc5	0	0	0	0	0	0	0	0
Oosp2	0	1	0	0	0	0	0	2
Oosp3	0	0	0	1	0	0	0	3
Patl1	532	589	493	611	703	577	525	388
Xrcc1	214	244	199	244	342	362	204	222
Xrcc5	0	0	0	0	0	0	0	0
Slc6a18	0	0	0	0	4	3	4	3
Slc6a20b	35	51	44	70	89	81	71	30
Nmrk1	70	103	80	117	127	94	90	74
D030056L22Rik	280	331	302	348	405	438	292	310
Trpm6	1574	1950	1751	1955	1995	1719	1208	1461
Rorb	6	15	11	8	25	22	44	15
Yap1	1670	1988	1604	1967	2595	2229	1528	1495
Abhd17b	755	824	878	897	833	925	696	901
Trpm3	234	235	231	323	113	75	78	122
Smc5	967	1190	1323	1133	1363	1329	1124	1280
Tmem252	35	34	54	35	138	101	65	61
Pgm5	1178	1486	1182	1309	1165	943	479	699
Zng1	164	184	230	224	262	358	269	341
Dmrt2	26	16	21	44	7	7	5	11
Glis3	411	532	416	563	632	477	313	309
Ybx1	2512	3312	3151	2980	5996	4909	3550	3743
Ric1	1611	2058	1984	1755	2342	2157	1668	1876
Ermp1	757	1048	923	916	915	823	586	670
Hectd2	99	124	122	154	99	98	121	96
Myof	3511	4302	3717	4427	6108	6149	4775	3999
Cyp2c70	0	0	0	0	1	0	1	5
Opalin	0	0	0	0	0	0	0	0
Yes1	1191	1530	1717	1438	1852	1853	1487	1778
Ubtd1	107	115	89	161	244	228	135	129
Morn4	31	37	33	45	59	46	35	21
Cox15	287	360	313	398	503	473	328	263
Cyp2c23	11	8	10	5	14	3	4	1
Erlin1	401	509	480	481	799	798	573	758
Slf2	1361	1727	1417	1540	1913	1810	1291	1363
Twnk	167	167	130	210	227	196	107	101
Lzts2	697	740	500	804	1118	904	558	440
Dpcd	173	147	156	251	216	135	112	114
Pprc1	435	502	318	480	766	659	481	390
Wbp1l	994	1045	759	1114	1629	1493	838	726
Ina	0	0	0	0	3	3	2	2
Taf5	149	205	167	209	254	237	195	212
Siae	253	388	286	347	382	258	184	184
Habp2	0	0	0	0	4	0	0	1
Plekhs1	4	1	7	10	10	3	6	9
Map3k19	0	0	0	0	0	0	0	0
Afap1l2	272	379	244	290	506	288	160	169
Ablim1	2968	3648	2750	3600	4082	2753	1843	1792
Fhip2a	1041	1241	1034	1214	1570	1333	885	824
Atrnl1	2432	3446	3167	3140	3749	3437	2241	2555
Slc23a3	0	0	0	0	0	0	0	0
Eno4	204	265	172	342	179	170	117	105
Ywhae	2007	2257	1815	2461	3069	2881	2328	1833
Prlhr	1	0	0	2	3	5	2	2
Ywhag	989	1172	790	1207	1848	1950	1344	896
Ywhah	786	1003	836	933	1319	1400	1048	867
Ywhaq	1520	2168	1818	1918	2324	2385	1955	1866
Npbwr1	0	0	0	0	0	0	0	0
Ywhaz	4205	5022	4750	5178	6341	6331	5511	4635
Yy1	1518	1803	1753	1920	2255	2252	1485	1784
Plagl1	627	667	589	764	533	455	359	320
Zan	31	40	30	30	44	37	27	30
Tmem185b	0	0	0	0	0	0	0	0
Epb41l5	0	0	0	0	0	0	0	0
Cfap221	0	0	0	0	0	0	0	0
C1ql2	0	0	0	0	0	0	0	0
Zap70	0	0	0	0	0	0	0	0
Zfp1	149	198	162	172	254	248	190	201
Rab3gap1	0	0	0	0	0	0	0	0
Zranb3	0	0	0	0	0	0	0	0
R3hdm1	0	0	0	0	0	0	0	0
Lct	0	0	0	0	0	0	0	0
Dars1	0	0	0	0	0	0	0	0
Yod1	0	0	0	0	0	0	0	0
Dyrk3	0	0	0	0	0	0	0	0
Zbtb17	221	284	201	279	393	315	223	207
Rab7b	0	0	0	0	0	0	0	0
Rab29	0	0	0	0	0	0	0	0
Zfp101	313	370	366	367	426	329	283	376
Ipo9	0	0	0	0	0	0	0	0
Igfn1	0	0	0	0	0	0	0	0
Ascl5	0	0	0	0	0	0	0	0
Rnf103	754	931	926	861	1027	943	820	889
Zfp281	0	0	0	0	0	0	0	0
Zfp105	119	196	133	149	202	179	164	152
Zbtb41	0	0	0	0	0	0	0	0
Zfp11	111	129	157	181	139	106	105	103
Odr4	0	0	0	0	0	0	0	0
Smg7	0	0	0	0	0	0	0	0
Nmnat2	0	0	0	0	0	0	0	0
Lamc1	0	0	0	0	0	0	0	0
Mkrn3	36	39	19	33	37	32	17	34
Rasal2	0	0	0	0	0	0	0	0
Cryzl2	0	0	0	0	0	0	0	0
Dars2	0	0	0	0	0	0	0	0
Zfp13	129	175	95	158	186	127	100	76
Klhl20	0	0	0	0	0	0	0	0
Aph1a	452	558	344	502	858	676	427	339
Suco	0	0	0	0	0	0	0	0
Prrc2c	0	0	0	0	0	0	0	0
Fmo4	0	0	0	0	0	0	0	0
Fmo6	0	0	0	0	0	0	0	0
Pcgf2	203	172	128	206	233	145	109	75
Tiprl	0	0	0	0	0	0	0	0
Rcsd1	0	0	0	0	0	0	0	0
Gm4846	0	0	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0	0	0
Zfp148	2215	2732	2811	2740	2779	2723	2366	2456
Fam78b	0	0	0	0	0	0	0	0
Atf6	0	0	0	0	0	0	0	0
Ndufs2	0	0	0	0	0	0	0	0
Arhgap30	0	0	0	0	0	0	0	0
Tstd1	0	0	0	0	0	0	0	0
Zbtb14	389	457	419	481	611	461	350	339
Sf1	1216	1421	1245	1590	1759	1655	1160	1107
Ifi207	0	0	0	0	0	0	0	0
Ifi205	0	0	0	0	0	0	0	0
Trim26	485	597	382	525	727	649	433	389
Rnf112	13	6	4	12	7	3	1	4
Becn2	0	0	0	0	0	0	0	0
Zfp185	242	258	212	287	391	441	425	340
Cnst	0	0	0	0	0	0	0	0
Ahctf1	0	0	0	0	0	0	0	0
Cdc42bpa	0	0	0	0	0	0	0	0
Wdr26	0	0	0	0	0	0	0	0
C130074G19Rik	0	0	0	0	0	0	0	0
Mark1	0	0	0	0	0	0	0	0
Zfp2	200	203	195	246	235	234	148	173
Slc30a10	0	0	0	0	0	0	0	0
Lyplal1	0	0	0	0	0	0	0	0
Zfp207	2897	3612	3038	3568	3858	4119	3507	3691
Zfand5	2206	2582	2672	2448	3480	3890	3417	3183
Kctd3	0	0	0	0	0	0	0	0
Smyd2	0	0	0	0	0	0	0	0
Vash2	0	0	0	0	0	0	0	0
Flvcr1	0	0	0	0	0	0	0	0
Ppp2r5a	0	0	0	0	0	0	0	0
Zfp239	36	42	13	27	28	21	16	32
Lpgat1	0	0	0	0	0	0	0	0
Hhat	0	0	0	0	0	0	0	0
Sbspon	0	0	0	0	0	0	0	0
Zpr1	302	372	300	382	563	514	406	376
Zfp26	1519	1886	1711	1881	1730	1661	1673	1676
Zfp27	161	214	200	178	285	305	210	210
Tfap2d	0	0	0	0	0	0	0	0
Zfp28	149	188	139	177	229	158	105	118
Zscan2	116	145	86	162	145	133	69	77
Kcnq5	0	0	0	0	0	0	0	0
Zfp30	49	57	54	62	87	52	26	61
Zfp35	238	349	292	303	375	353	383	332
Zfp36	444	644	775	727	905	869	691	504
Zfp37	213	305	306	256	300	359	359	315
Zscan21	305	423	339	371	457	507	389	373
Arhgef4	0	0	0	0	0	0	0	0
Plekhb2	0	0	0	0	0	0	0	0
Kansl3	0	0	0	0	0	0	0	0
Actr1b	0	0	0	0	0	0	0	0
Zfp39	255	315	252	266	340	332	216	222
Eif5b	0	0	0	0	0	0	0	0
Slc9a2	0	0	0	0	0	0	0	0
Zfp40	744	823	790	722	885	829	728	917
Zfp41	158	171	161	218	238	180	111	104
Zfp42	0	0	0	0	0	0	0	3
Zfp46	495	629	398	584	967	689	394	371
Dnah7b	0	0	0	0	0	0	0	0
Slc39a10	0	0	0	0	0	0	0	0
Zfp51	226	350	345	326	357	433	475	532
Nemp2	0	0	0	0	0	0	0	0
Hibch	0	0	0	0	0	0	0	0
Pms1	0	0	0	0	0	0	0	0
Zfp52	266	385	372	384	607	705	806	753
Ormdl1	0	0	0	0	0	0	0	0
Zfp54	136	200	219	232	168	167	173	244
Plcl1	0	0	0	0	0	0	0	0
Zfp57	295	383	301	364	454	500	369	329
Stradb	0	0	0	0	0	0	0	0
Mpp4	0	0	0	0	0	0	0	0
Zfp59	204	264	270	274	282	276	270	310
Zfp60	406	587	547	535	499	468	412	433
Zfp61	110	117	88	137	170	145	94	79
Ino80d	0	0	0	0	0	0	0	0
Ndufs1	0	0	0	0	0	0	0	0
Zfp62	1660	2112	2063	2043	2079	2195	1697	1943
Ccnyl1	0	0	0	0	0	0	0	0
Zfp64	151	217	147	213	252	232	154	164
Cps1	0	0	0	0	0	0	0	0
Zbtb7b	490	502	408	600	909	795	609	511
Cxcr1	0	0	0	0	0	0	0	0
Gpbar1	0	0	0	0	0	0	0	0
Aamp	0	0	0	0	0	0	0	0
Ctdsp1	0	0	0	0	0	0	0	0
Retreg2	0	0	0	0	0	0	0	0
Dner	0	0	0	0	0	0	0	0
Gpr55	0	0	0	0	0	0	0	0
B3gnt7	0	0	0	0	0	0	0	0
Gigyf2	0	0	0	0	0	0	0	0
Dgkd	0	0	0	0	0	0	0	0
Usp40	0	0	0	0	0	0	0	0
Espnl	0	0	0	0	0	0	0	0
Erfe	0	0	0	0	0	0	0	0
Farp2	0	0	0	0	0	0	0	0
Slco4c1	0	0	0	0	0	0	0	0
Ppip5k2	0	0	0	0	0	0	0	0
Relch	0	0	0	0	0	0	0	0
Zcchc2	0	0	0	0	0	0	0	0
Zfp85	187	213	199	202	217	215	180	294
Cdh19	0	0	0	0	0	0	0	0
Zfp9	155	187	144	161	302	280	225	267
Zfp90	149	201	164	200	289	222	181	147
Rpp38	61	73	58	80	101	118	122	94
Dclre1c	383	490	464	488	484	476	442	445
Cdnf	19	31	18	45	37	29	19	30
Zfp92	12	27	8	24	16	19	15	13
Camk1d	343	474	397	504	449	379	290	244
Proser2	68	78	61	99	173	148	131	103
Zfp93	121	117	111	127	167	136	126	117
Zfp94	74	81	74	100	129	83	51	67
Zkscan5	180	253	170	238	277	300	231	163
Zscan12	236	284	233	253	291	270	267	220
C1ql3	11	14	12	19	8	12	13	11
Zfp97	71	99	133	117	95	116	148	115
Tbpl2	0	0	0	0	0	0	4	4
Zfpm1	133	183	103	195	278	219	137	81
Tor4a	592	708	501	763	983	847	588	464
Tubb4b	2013	2672	2196	3242	4463	4861	3722	2916
Tmem203	101	87	53	88	118	109	75	61
Lrrc26	114	103	61	178	9	21	12	5
Man1b1	1032	1239	985	1240	1862	1489	912	883
Zfpm2	122	127	128	117	168	130	109	115
Uap1l1	458	504	353	462	786	807	508	586
Paxx	438	549	451	568	850	785	595	577
Rabl6	628	791	579	785	1196	969	694	602
Obp2a	0	0	0	1	1	1	1	1
Zfr	1918	2525	2386	2416	2694	2823	2373	2525
Lcn11	0	0	0	0	0	0	0	0
Sohlh1	0	0	0	0	0	1	0	0
Kcnt1	6	10	8	7	36	34	21	13
Camsap1	769	885	664	916	1199	1130	783	727
Qsox2	423	453	399	506	846	713	464	433
Zfx	1914	2211	2286	2185	2394	2371	2187	2464
Snapc4	360	431	286	330	514	426	317	344
Sec16a	1985	2439	1844	2588	3950	3268	2413	1866
Rexo4	321	454	311	456	597	497	366	343
Slc2a6	73	69	86	130	109	73	64	55
Zfy1	1	1	1	0	0	1	1	1
Gbgt1	99	107	72	87	70	80	72	67
Ddx31	198	278	169	249	280	299	221	212
Zfy2	1	0	0	0	0	0	0	3
Trub2	333	340	279	370	466	420	317	233
Coq4	118	133	86	125	197	127	107	109
Zer1	436	580	400	587	634	512	321	293
Spout1	152	135	137	171	285	268	172	151
Phyhd1	144	184	140	154	360	366	238	197
Dolk	186	246	186	261	342	328	228	172
Nup188	559	643	463	662	937	811	537	453
Zhx1	1734	2282	2274	2198	2603	2401	1841	2043
Sh3glb2	605	656	503	749	897	681	391	436
BC005624	266	375	271	359	395	352	238	234
Zic1	0	0	0	0	3	0	0	1
Exosc2	172	186	120	192	287	332	227	163
Qrfp	23	37	11	21	34	27	12	14
Zic2	0	0	0	0	0	1	0	0
Nup214	728	845	629	870	1166	972	730	586
Plpp7	17	24	8	21	38	29	16	13
Prrc2b	4316	5264	3607	5285	6398	4500	2725	2330
Zic3	0	0	0	0	0	0	0	0
Slc25a25	610	775	751	910	1164	1150	1149	680
Pip5kl1	3	9	4	7	23	9	11	9
Cfap157	113	85	67	149	66	72	44	28
Niban2	3472	4171	3414	4189	6381	6385	4885	3537
Lrsam1	310	356	276	365	454	368	267	286
Zic4	0	0	1	0	1	4	2	5
Mapkap1	624	857	689	708	1164	940	634	604
Rabepk	145	187	199	171	380	403	378	283
Zik1	65	82	70	83	84	76	77	67
Gsn	27437	33283	26273	35427	45392	45316	27550	21228
Zim1	5	15	4	5	8	9	10	19
Ikzf1	526	650	570	678	435	336	305	468
Or12k5	0	0	0	0	0	0	0	0
Ikzf2	0	0	0	0	0	0	0	0
Ikzf3	488	533	349	593	284	143	134	123
Rabgap1	2449	3025	2791	2962	3240	3194	2494	2296
Dennd1a	527	579	436	559	652	614	397	347
Ikzf4	54	84	76	62	122	85	79	57
Slc30a1	0	0	0	0	0	0	0	0
Gtdc1	284	276	310	338	470	369	303	300
Slc30a3	4	0	0	0	0	0	0	2
Slc30a4	893	1105	1062	1156	1469	1571	1428	1452
Zp1	2	1	1	5	7	1	1	0
Epc2	980	1230	1227	1190	1475	1474	1147	1175
Zp2	0	2	2	1	3	2	1	5
Zp3	2	2	0	0	2	2	3	6
Zp3r	0	0	0	0	0	0	0	0
Dnajc2	308	411	337	344	541	555	517	492
Cytip	1181	1342	1643	1703	1500	1494	1326	1720
Zyx	1286	1590	1115	1739	1744	1655	1147	819
Ccdc148	94	80	78	149	65	28	66	71
Pkp4	1454	1738	1670	1702	2692	2242	1461	1508
Gca	238	243	270	291	319	367	323	376
4933409G03Rik	0	0	0	0	0	0	0	5
Klhl41	13	31	25	52	91	37	24	24
Ppig	985	1177	1184	1136	1143	1182	1042	1258
Tlk1	1603	1803	1965	1790	2068	2198	1661	1765
Mettl8	210	231	210	235	236	243	193	165
Pdk1	711	833	698	912	936	826	561	652
Atp5mc3	558	751	636	808	909	921	783	804
Agps	2169	2561	2659	2786	3228	3550	3271	3397
Sestd1	1217	1379	1333	1472	1433	1367	1026	1312
Cerkl	28	33	25	36	16	30	7	26
Zdhhc5	889	1141	873	1074	1798	1649	1217	874
P2rx3	11	16	12	14	11	11	4	3
Tnks1bp1	2595	2900	1989	3015	4186	3468	2265	1771
Fads2b	5	4	1	4	3	4	0	1
Or5t17	0	0	0	0	0	0	0	1
Madd	1126	1300	974	1429	1430	1093	653	637
Cstpp1	378	487	399	554	466	372	248	250
Lrp4	3662	4357	3105	4288	5262	3945	2164	2279
Arhgap1	1325	1671	1303	1601	2237	1884	1294	1072
Ambra1	786	918	623	868	1093	982	717	594
Large2	75	86	50	106	88	58	60	39
Slc35c1	194	228	176	231	314	261	197	154
Cstf3	544	676	683	675	779	743	759	726
Prrg4	204	241	217	306	300	235	228	198
Kif18a	79	86	128	85	129	199	199	201
Ano3	7	12	15	14	17	10	14	12
Or4k77	0	0	0	0	0	0	0	0
Arhgap11a	115	145	139	149	107	141	136	156
Zfp770	314	316	358	331	353	340	331	428
Bahd1	323	325	267	374	534	459	303	228
Rhov	4	12	6	5	1	11	12	3
Vps18	315	375	284	439	536	472	276	248
Itpka	73	66	48	93	63	29	12	14
Frmd5	38	50	29	94	83	80	68	59
Mall	57	54	28	67	62	57	43	27
F830045P16Rik	3	2	4	0	1	1	3	11
Ebf4	36	42	39	37	66	65	38	30
Dnaaf9	1547	1823	1345	1874	2124	1517	998	974
Mavs	368	445	304	510	451	454	276	229
Smox	186	202	144	245	235	222	177	103
Btbd3	1770	2078	1680	1773	2397	1910	1111	1368
Sptlc3	35	59	27	46	4	6	10	12
Sel1l2	0	0	0	1	0	0	3	2
Kat14	442	515	418	533	708	616	431	356
Smim26	59	80	75	98	81	135	79	120
Kiz	538	857	827	816	770	559	446	610
Nkx2-4	0	1	0	0	0	0	2	2
Cstl1	1	2	1	0	2	0	0	1
Sdcbp2	39	49	55	41	140	119	143	86
Tmem74bos	0	0	1	0	0	0	0	1
Psmf1	298	384	287	363	496	439	301	222
Rspo4	12	6	3	8	3	2	4	4
Trib3	31	44	20	56	106	92	77	53
Nrsn2	0	0	0	0	0	0	0	6
6820408C15Rik	99	133	117	187	76	32	30	25
Mylk2	3	4	1	2	22	5	2	3
Xkr7	1	3	3	3	3	4	0	3
Ccm2l	573	685	506	655	982	725	355	425
Asxl1	1343	1699	1440	1815	2010	1743	1215	1116
Bpifb6	0	0	0	0	14	3	7	8
Bpifb1	388	708	308	1166	100	49	35	91
Bpifb5	37	33	26	50	38	37	26	21
Zfp341	50	64	47	53	127	81	35	55
Pigu	223	297	262	278	317	295	225	230
Phf20	661	845	842	905	1250	1237	889	806
Dlgap4	1493	1706	1210	1995	2138	1770	1299	1121
Tgif2	109	119	115	133	196	94	72	77
D630003M21Rik	28	46	27	42	28	26	20	13
Ralgapb	2492	2998	2674	3040	4114	4252	2981	2551
Ppp1r16b	2568	3721	2491	3059	4443	2453	1138	1350
Gdap1l1	0	0	0	6	1	3	2	2
Fitm2	187	247	177	240	448	479	391	265
Pcif1	660	683	473	703	1107	938	621	459
Ncoa5	477	574	432	635	712	638	441	400
Slc35c2	281	308	214	335	410	320	229	161
Zfp334	331	463	337	420	546	443	285	269
Zmynd8	1211	1475	1038	1411	1425	1222	816	703
Ddx27	283	358	280	351	626	575	423	294
Tshz2	238	294	197	319	401	288	195	259
Zfp217	905	962	700	1100	1249	992	664	596
Cbln4	1	0	0	0	0	0	0	4
Stx16	995	1234	943	1249	1220	1136	764	756
Npepl1	575	645	468	679	856	734	495	525
Ppp1r3d	69	80	75	85	100	114	86	78
Taf4	483	498	443	515	654	612	373	372
Osbpl2	691	930	722	896	1339	1263	794	699
Slc17a9	64	56	45	86	43	37	26	33
Ythdf1	626	791	716	748	1105	1001	799	706
Arfgap1	681	731	532	764	1080	839	512	542
Helz2	1898	2366	1835	2488	3039	2377	1515	1441
Gmeb2	531	597	534	661	813	722	566	494
Zgpat	482	665	482	662	791	622	371	454
Samd10	119	162	104	126	150	144	131	71
Zbtb10	650	743	720	685	795	799	661	691
Ythdf3	2579	2870	3208	3047	3380	3468	3232	3662
Acad9	516	614	499	636	743	769	692	474
Qrfpr	0	0	0	0	0	0	0	2
Bltp1	4536	5851	5619	5820	6386	6353	5640	4976
Nudt6	47	56	61	61	69	70	60	56
Stoml3	2	1	4	4	1	3	1	2
Hnrnpa3	1565	1915	1819	1873	2150	2168	2027	2132
Spart	623	766	633	715	1278	1176	776	926
Tm4sf4	0	1	0	1	2	2	2	3
Eif2a	660	852	839	891	874	930	909	857
Clrn1	3	0	1	1	2	0	1	0
Gpr171	83	119	124	120	84	57	80	75
Aadacl2fm1	0	0	0	0	0	0	0	0
Gpr149	0	0	0	0	1	1	0	0
Gmps	1257	1496	1360	1488	1703	1819	1757	1576
Otol1	0	0	0	0	0	0	2	0
Ctso	920	1183	1002	1094	1179	968	780	918
Tmem131l	622	691	549	748	617	451	328	351
Fhdc1	792	819	652	1121	494	489	314	301
Gatb	190	219	183	201	274	210	159	174
Fhip1a	370	382	367	449	542	501	363	285
Fcrl1	88	91	86	79	58	30	35	41
Rrnad1	412	429	309	418	487	388	253	262
Isg20l2	386	432	366	445	689	572	459	373
Smg5	943	1059	864	1084	1777	1444	1105	921
Slc25a44	351	422	272	379	664	456	328	272
Syt11	166	205	150	192	341	275	193	181
Msto1	118	160	109	159	308	252	175	160
Pbxip1	1279	1520	1188	1586	1849	1461	1019	816
Dennd4b	428	481	389	573	502	425	283	302
Gatad2b	1669	2035	1476	2054	2342	1806	1404	1361
Ints3	643	890	588	872	932	791	474	490
S100a7l2	0	0	0	0	0	0	0	0
Sprr4	0	0	0	0	0	0	0	0
Tdpoz8	0	0	0	0	3	0	0	3
Flg2	1	0	1	0	2	0	0	4
Pogz	770	914	656	890	896	837	632	576
Gm128	30	64	36	49	34	41	35	22
Prune1	334	382	313	380	568	531	361	327
Golph3l	460	663	618	671	799	729	730	660
Adamtsl4	698	826	603	743	1508	1150	764	584
Ciart	120	123	92	106	121	105	84	102
BC028528	559	766	775	667	811	810	453	654
Otud7b	2471	3241	2737	2985	4378	4026	3028	2947
Pias3	324	364	274	347	425	435	254	239
Trim45	76	81	39	78	111	78	52	40
Vangl1	274	403	278	424	445	364	247	182
Csde1	8741	11435	11887	11012	15217	14447	12783	14298
Ampd1	4	10	7	20	12	11	19	11
Bcl2l15	5	13	4	4	14	14	19	11
Rsbn1	955	1212	1208	1148	1270	1278	1014	1229
St7l	733	975	834	930	1101	1135	901	913
Chil5	308	422	420	449	210	180	217	271
Chil6	0	3	0	1	3	6	1	4
Cym	2	2	0	0	3	1	0	0
Slc16a4	139	126	104	138	138	153	107	112
Rbm15	2064	2538	1824	2480	2698	2394	1901	1931
Slc6a17	9	12	9	12	14	4	6	4
Strip1	478	557	351	565	741	672	413	364
Ahcyl1	1557	1834	1705	1784	2089	2330	1867	1701
Gpr61	4	7	4	16	4	0	9	0
Amigo1	318	370	286	445	358	285	176	155
Elapor1	1916	2271	1763	3133	820	870	738	667
Clcc1	508	642	611	659	915	847	691	672
Slc25a24	675	808	754	799	1436	1435	1236	1089
Olfm3	0	0	0	0	0	0	0	3
Cdc14a	859	948	921	1283	694	561	343	536
Trmt13	208	224	172	207	225	270	182	188
Slc35a3	1232	1483	1457	1488	1719	1632	1494	1537
Plppr4	5	5	7	5	4	4	1	2
Tram1l1	11	15	10	12	16	13	5	13
Cenpe	59	113	88	75	66	78	91	60
Gm4861	0	0	0	0	3	0	1	1
Rap1gds1	829	1041	943	1047	1446	1166	844	843
Gm4862	0	0	0	0	0	0	1	1
Gbp5	178	257	190	203	151	99	51	86
Gbp7	1276	1674	1604	1326	1146	1012	647	770
Kyat3	128	125	134	186	160	150	147	122
Gtf2b	427	554	541	569	655	728	748	659
Clca3b	0	6	0	1	3	4	7	17
Clca2	2	10	4	4	8	3	10	13
Znhit6	135	155	143	208	240	246	250	205
Ak5	38	46	26	37	48	26	32	36
Prdm13	0	0	0	0	0	0	0	4
Coq3	164	220	178	257	329	281	234	238
Rigi	980	1380	1175	1271	1399	1353	853	822
Ndufb6	196	248	225	294	371	437	383	451
Nol6	352	396	286	498	699	630	470	307
Phf24	495	587	532	551	964	1028	849	722
Atosb	208	275	161	248	450	391	280	200
Arhgef39	34	43	48	46	43	30	20	38
Car9	29	44	33	54	29	27	20	25
Gba2	433	475	354	514	549	431	265	266
Npr2	1251	1354	1182	1493	1685	1391	911	964
Zbtb5	297	370	293	370	455	332	223	217
Slc25a51	1775	2284	1936	2256	2633	2415	1903	1543
Shb	187	242	184	265	497	414	302	212
Galnt12	48	59	33	85	46	38	37	31
Tmeff1	372	521	571	459	897	689	360	506
Acnat1	35	48	37	58	17	18	14	19
Zfp189	153	163	179	151	222	209	162	152
Aldob	2	4	7	4	7	4	7	5
Elp1	893	1033	825	1069	1359	1356	996	805
Abitram	134	169	191	164	246	257	181	161
Frrs1l	0	4	0	1	1	2	3	6
Ecpas	2882	3590	3562	3607	4235	4448	3890	3764
Ptbp3	4235	4899	5116	4783	5525	5514	4846	5617
E130308A19Rik	743	1067	755	923	908	698	505	500
Tmem268	364	390	289	411	545	448	299	311
Megf9	755	882	916	824	1123	1023	840	936
Haus6	398	425	426	454	590	602	500	459
Acer2	4618	4837	4341	4751	5148	3288	1985	2221
Focad	596	788	609	720	968	865	678	623
Ifna13	0	1	0	0	4	1	2	0
Ifna16	0	0	0	0	2	0	5	1
Ifne	0	0	0	0	0	0	1	0
Cyp2j13	0	0	0	0	1	1	2	1
Usp1	604	817	753	786	1036	1008	879	1059
Efcab7	173	223	249	270	236	217	246	310
Leprot	1017	1289	1027	1261	1591	1292	955	857
C8a	0	0	0	1	0	0	1	5
Ttc22	23	27	22	28	55	32	18	18
Pars2	67	92	77	92	112	93	98	51
Fam151a	1	1	1	0	3	3	2	6
Cyb5rl	166	182	115	225	150	105	55	72
Yipf1	298	403	329	447	519	506	409	331
Glis1	8	2	3	5	3	5	1	5
Zyg11a	5	7	7	8	13	17	7	14
Tut4	1728	2196	2070	2211	1834	1661	1447	1642
Prpf38a	397	491	453	476	584	604	628	490
Zfyve9	1218	1513	1385	1469	1739	1814	1428	1325
Nrd1	2032	2411	2169	2584	3214	2951	2332	2215
Ttc39a	291	345	257	476	410	317	202	205
Slc5a9	11	6	3	10	2	2	1	5
Skint10	0	0	2	0	0	0	0	2
Skint6	0	1	0	1	0	0	4	9
Skint11	1	3	1	4	0	1	2	3
Cyp4a29	0	0	0	0	0	0	1	4
Efcab14	1202	1384	1296	1325	1595	1410	1046	1091
Atpaf1	136	173	105	181	184	172	130	149
Lrrc41	323	398	305	399	579	501	397	307
Tmem69	122	149	124	149	147	170	148	144
Tesk2	115	127	102	103	152	142	115	98
Ipo13	521	552	403	669	739	634	432	360
Kdm4a	831	978	719	1121	1410	1248	772	617
Szt2	1719	2105	1654	2067	3170	2923	1729	1705
Tmem125	116	108	87	153	172	196	157	90
AU022252	453	416	363	491	624	552	393	381
Foxj3	855	1052	816	1011	1225	1150	840	853
Zmpste24	905	1118	1038	1178	1310	1532	1311	1106
Nt5c1a	3	5	9	5	5	4	1	4
Pabpc4	361	400	268	474	772	611	447	452
Rhbdl2	15	14	9	12	28	8	11	11
Yrdc	191	205	180	203	403	472	315	264
Epha10	0	6	1	1	5	0	1	7
Gnl2	539	618	588	662	833	879	745	612
Zc3h12a	159	192	130	208	258	185	134	119
Oscp1	152	214	157	265	192	123	93	84
Eva1b	418	415	285	423	676	539	274	298
Thrap3	1884	2373	1889	2245	3318	3179	2218	1916
5730409E04Rik	183	218	194	192	280	247	175	198
Zfp362	241	227	164	250	279	211	126	98
Fam167b	6	4	7	2	17	11	9	8
Iqcc	214	236	219	300	287	196	147	192
Tmem39b	115	114	83	125	136	103	85	78
Adgrb2	25	27	13	29	40	35	28	24
Hcrtr1	5	2	1	0	9	17	6	3
Serinc2	129	145	131	149	206	166	125	76
Sesn2	146	160	115	209	448	386	275	193
Themis2	246	277	270	393	210	140	154	154
Fam76a	740	895	762	851	1233	1203	792	729
Ahdc1	568	577	292	596	806	589	382	307
Wdtc1	437	451	348	531	655	449	296	214
Pigv	435	481	291	525	500	367	205	243
